source,target,weight
16384,11790,0.3333522081375122
8196,7249,0.47980445623397827
8196,4867,0.35945194959640503
8196,17250,0.3465726971626282
8196,17576,0.33666592836380005
8196,6268,0.3184279203414917
8196,16243,0.3163232207298279
8197,455,0.3416922688484192
8197,17857,0.3718181252479553
8197,14999,0.33144789934158325
8197,17567,0.31801074743270874
8197,23636,0.3100270628929138
8197,21228,0.3155444264411926
8198,15111,0.3876427412033081
8198,22638,0.35384857654571533
8198,15390,0.3297067880630493
8198,12539,0.3282754421234131
8198,18693,0.32502633333206177
8198,12090,0.3037695288658142
16390,676,0.3243134617805481
16390,4616,0.30681556463241577
16390,7599,0.3449978828430176
16390,8953,0.3083914518356323
16390,9982,0.3130064010620117
16390,14119,0.31080836057662964
16390,16337,0.3650784492492676
16390,13691,0.3913259506225586
16390,21744,0.3706634044647217
16390,14121,0.3594014644622803
16390,16546,0.3541210889816284
16390,21341,0.3498765230178833
16390,14919,0.34324049949645996
16390,13110,0.33823299407958984
16390,23478,0.31637054681777954
16390,7809,0.3139057755470276
16390,2204,0.31128209829330444
16390,6910,0.307212769985199
16390,11404,0.30325156450271606
16392,18683,0.30996596813201904
16391,6209,0.39256834983825684
16391,23176,0.3461875915527344
16391,16489,0.3980971574783325
16391,20065,0.34203290939331055
16391,20783,0.30758363008499146
10,17597,0.3199858069419861
16395,1673,0.3421481251716614
16395,3123,0.3290703296661377
16395,3870,0.31591224670410156
16395,14159,0.3491291403770447
16395,17567,0.31438446044921875
16395,455,0.31280988454818726
8205,455,0.3264063000679016
8205,10700,0.3250506520271301
8205,17567,0.31502318382263184
8205,17589,0.30274146795272827
8205,21136,0.302676260471344
16399,7563,0.31566673517227173
16399,14571,0.3114362359046936
16399,23919,0.4649134874343872
16,10323,0.3297383189201355
16,7706,0.3235209584236145
16,22464,0.3184088468551636
16,22511,0.3092878460884094
16,9143,0.30621856451034546
16,16939,0.30328893661499023
16,15625,0.3063473105430603
16,20049,0.3076673746109009
16,20970,0.32113736867904663
16401,5198,0.31460464000701904
16401,6001,0.3129255175590515
16401,6826,0.36423999071121216
16401,7360,0.31768327951431274
16401,7741,0.35853302478790283
16401,9244,0.3010793924331665
16401,20774,0.41099292039871216
16401,239,0.3760640621185303
16401,22464,0.34244537353515625
16401,20770,0.33344870805740356
16401,11061,0.31168508529663086
16401,22452,0.30016541481018066
16401,22501,0.33018040657043457
16404,6574,0.30383622646331787
16404,22272,0.3417215347290039
16404,22274,0.33343589305877686
8216,23191,0.3073223829269409
16409,7330,0.30532699823379517
16409,3881,0.35323745012283325
16409,17479,0.3014570474624634
16409,18081,0.30760180950164795
27,11836,0.37431466579437256
27,2460,0.34236520528793335
27,12422,0.3373279571533203
27,1654,0.3360481262207031
27,4421,0.33585113286972046
27,20801,0.33524566888809204
27,4124,0.3265863060951233
27,5454,0.3091711401939392
27,6651,0.3073956370353699
27,14749,0.3047480583190918
27,4546,0.30219924449920654
27,8414,0.3026479482650757
27,11591,0.30782121419906616
27,17431,0.33067262172698975
27,18173,0.3316385746002197
27,20496,0.3208908438682556
16411,12536,0.3199448585510254
16411,22597,0.30310869216918945
16411,21441,0.30019158124923706
16415,17271,0.3233758807182312
16416,6334,0.30848097801208496
16416,20603,0.35023367404937744
36,17529,0.3106696605682373
38,17768,0.3312474489212036
16423,2232,0.3555174469947815
16423,3236,0.3132938742637634
16423,5010,0.3066279888153076
16423,8026,0.32719749212265015
16423,2501,0.35310643911361694
16423,21627,0.3472636342048645
8232,834,0.36281663179397583
16425,5700,0.32510310411453247
16425,15572,0.3006960153579712
16425,19306,0.32209980487823486
16425,8841,0.3022894859313965
16425,17056,0.3399074077606201
16425,20063,0.3442990183830261
16425,20701,0.34957170486450195
16425,22321,0.31985247135162354
8233,23398,0.32770323753356934
8233,16180,0.30959874391555786
8233,9330,0.32918864488601685
8233,12311,0.3222837448120117
8233,14009,0.3321465253829956
8233,15956,0.40543752908706665
8233,21086,0.30431467294692993
39,11067,0.31846392154693604
39,239,0.31353795528411865
39,10393,0.31027328968048096
16431,8109,0.32929617166519165
16431,12222,0.31169211864471436
16431,17781,0.32355016469955444
16431,21128,0.31089669466018677
48,17576,0.3889135718345642
48,5841,0.3235545754432678
48,12539,0.31026017665863037
50,23826,0.36059874296188354
50,1784,0.3177790641784668
50,14978,0.33168190717697144
16434,3401,0.3167036175727844
16437,949,0.3069683909416199
16437,2397,0.33266544342041016
16437,18281,0.33503687381744385
16437,3401,0.30315643548965454
16440,18711,0.31013035774230957
16441,2253,0.3133634924888611
16441,6087,0.3226009011268616
16441,12037,0.35464948415756226
16441,18716,0.3460950255393982
16441,11791,0.3403252959251404
16441,940,0.3057458996772766
8249,16015,0.3247094750404358
16447,7077,0.30353236198425293
16447,21208,0.34262412786483765
16447,171,0.32806307077407837
8255,5499,0.3098628520965576
8255,10327,0.3229020833969116
8255,18373,0.312244176864624
8255,20446,0.30375027656555176
65,10027,0.3126955032348633
65,11637,0.3025319576263428
16450,13656,0.3340941071510315
67,2699,0.3162931203842163
67,10156,0.35332798957824707
67,20082,0.3171497583389282
67,20347,0.30446892976760864
8262,1678,0.3228532075881958
8262,1689,0.3066200017929077
8262,2396,0.3135870099067688
8262,3538,0.32692795991897583
8262,5114,0.3222142457962036
8262,6910,0.3303038477897644
8262,7435,0.3799785375595093
8262,15217,0.3742675185203552
8262,8336,0.37306761741638184
8262,16115,0.34618687629699707
8262,8380,0.33488696813583374
8262,15954,0.30702078342437744
8262,18996,0.3051217198371887
8262,12766,0.302412748336792
8262,8287,0.33274269104003906
8262,9457,0.30092954635620117
8262,13110,0.3369336724281311
8262,15430,0.30466675758361816
8262,20896,0.325486958026886
71,7545,0.3052123785018921
16455,12019,0.35897237062454224
16455,23484,0.32047730684280396
8265,4053,0.31789398193359375
8265,12539,0.34852373600006104
8265,8282,0.3431153893470764
8265,23765,0.3239467740058899
16458,4526,0.3126283884048462
16458,18469,0.3283807635307312
75,21284,0.42765527963638306
75,18727,0.3115123510360718
75,15868,0.30350160598754883
8267,2174,0.3617454171180725
8267,2399,0.3094075322151184
8267,7496,0.30482053756713867
8267,7233,0.3099871277809143
8267,16755,0.3024137616157532
8267,13567,0.30182546377182007
8267,18173,0.342720091342926
8267,22095,0.3896637558937073
77,9421,0.3468558192253113
77,7777,0.32808756828308105
77,18603,0.3095778226852417
77,23275,0.30796754360198975
78,21208,0.46319907903671265
78,13243,0.40371084213256836
78,20504,0.35212600231170654
78,6573,0.32029813528060913
8271,22897,0.3312075138092041
8271,20559,0.3295462727546692
8271,280,0.31665295362472534
8271,13186,0.3064042329788208
8271,22176,0.3041418194770813
8271,20021,0.30412137508392334
8271,9656,0.3136254549026489
80,15021,0.37263023853302
80,13130,0.35533463954925537
80,3079,0.3429113030433655
80,11565,0.32193487882614136
80,16296,0.3204939365386963
80,23869,0.3186754584312439
80,9883,0.3113856911659241
80,20434,0.30988961458206177
80,8887,0.309367835521698
80,21941,0.3035181760787964
8272,2792,0.30655723810195923
8272,10327,0.35521769523620605
8272,23191,0.3268243670463562
8272,8323,0.3212733268737793
8272,11591,0.3114173412322998
8272,5369,0.3093140125274658
8272,23573,0.33583658933639526
8274,90,0.3028442859649658
8274,22745,0.34131455421447754
8274,18364,0.3374553918838501
16467,721,0.32886332273483276
16467,22351,0.31391531229019165
16464,390,0.3268589377403259
16464,4384,0.35134565830230713
16464,12918,0.33883875608444214
16464,16574,0.4451066255569458
16464,14097,0.3157578706741333
16464,20544,0.3152170777320862
8277,2792,0.3653775453567505
8277,5492,0.34161949157714844
8277,6651,0.355804979801178
8277,17041,0.35026246309280396
8277,20496,0.3156322240829468
86,18171,0.35454678535461426
86,1513,0.32941389083862305
