id,label,type,author,degree_centrality,community,top_terms
8357,History is a pack of lies about events that never happened told by people who weren't there.,quote,George Santayana,0.0008359456635318704,community_37,future_history_past
16552,"Here's what I tell anybody and this is what I believe. The greatest gift we have is the gift of life. We understand that. That comes from our Creator. We're given a body. Now you may not like it, but you can maximize that body the best it can be maximized.",quote,Mike Ditka,0.0006269592476489029,community_16,imagination_nature_god
16553,Success is measured by your discipline and inner peace.,quote,Mike Ditka,0.0010449320794148381,community_34,attitude_best_success
170,"There is greatness in the fear of God, contentment in faith of God, and honour in humility.",quote,Abu Bakr,0.0004179728317659352,community_6,faith_god_believe
171,Knowledge is the life of the mind.,quote,Abu Bakr,0.005642633228840126,community_10,knowledge_wisdom_ignorance
16555,Success isn't measured by money or power or social rank. Success is measured by your discipline and inner peace.,quote,Mike Ditka,0.0014629049111807733,community_12,success_failure_succeed
173,"If you expect the blessings of God, be kind to His people.",quote,Abu Bakr,0.0002089864158829676,community_2,god_forgiveness_anger
172,"He who is not impressed by sound advice, lacks faith.",quote,Abu Bakr,0.0004179728317659352,community_18,strength_man_does
168,"There is no harm in patience, and no profit in lamentation. Death is easier to bear (than) that which precedes it, and more severe than that which comes after it. Remember the death of the Apostle of God, and your sorrow will be lessened.",quote,Abu Bakr,0.0002089864158829676,community_0,love_life_loving
16560,"If God had wanted man to play soccer, he wouldn't have given us arms.",quote,Mike Ditka,0.0002089864158829676,community_27,religion_politics_man
16561,Success isn't permanent and failure isn't fatal.,quote,Mike Ditka,0.00438871473354232,community_12,success_failure_succeed
8369,"Music is a means of giving form to our inner feelings, without attaching them to events or objects in the world.",quote,George Santayana,0.0014629049111807733,community_28,friendship_music_friends
177,Have an earnestness for death and you will have life.,quote,Abu Bakr,0.0002089864158829676,community_2,god_forgiveness_anger
179,"When knowledge is limited - it leads to folly... When knowledge exceeds a certain limit, it leads to exploitation.",quote,Abu Bakr,0.0004179728317659352,community_10,knowledge_wisdom_ignorance
16565,If you try to do your best there is no failure.,quote,Mike Farrell,0.0022988505747126436,community_12,success_failure_succeed
181,"If an ignorant person is attracted by the things of the world, that is bad. But if a learned person is thus attracted, it is worse.",quote,Abu Bakr,0.0002089864158829676,community_10,knowledge_wisdom_ignorance
183,He who avoids complaint invites happiness.,quote,Abu Bakr,0.0002089864158829676,community_35,happiness_happy_life
8376,"Knowledge is not eating, and we cannot expect to devour and possess what we mean. Knowledge is recognition of something absent it is a salutation, not an embrace.",quote,George Santayana,0.002716823406478579,community_10,knowledge_wisdom_ignorance
185,Art is Art. Everything else is everything else.,quote,Ad Reinhardt,0.0008359456635318704,community_23,art_artist_nature
8378,Knowledge of what is possible is the beginning of happiness.,quote,George Santayana,0.0010449320794148381,community_35,happiness_happy_life
8372,"When men and women agree, it is only in their conclusions their reasons are always different.",quote,George Santayana,0.0002089864158829676,community_28,friendship_music_friends
8380,"Happiness is the only sanction of life where happiness fails, existence remains a mad and lamentable experiment.",quote,George Santayana,0.0002089864158829676,community_35,happiness_happy_life
8381,"Knowledge is recognition of something absent it is a salutation, not an embrace.",quote,George Santayana,0.0006269592476489029,community_10,knowledge_wisdom_ignorance
16574,I'm nearing the end of the road and still learning.,quote,Mike Wallace,0.0006269592476489029,community_31,learning_teacher_new
16578,"I am truly free only when all human beings, men and women, are equally free. The freedom of other men, far from negating or limiting my freedom, is, on the contrary, its necessary premise and confirmation.",quote,Mikhail Bakunin,0.0008359456635318704,community_22,freedom_free_liberty
8386,"Friends are generally of the same sex, for when men and women agree, it is only in the conclusions their reasons are always different.",quote,George Santayana,0.0004179728317659352,community_28,friendship_music_friends
16580,"Freedom, morality, and the human dignity of the individual consists precisely in this that he does good not because he is forced to do so, but because he freely conceives it, wants it, and loves it.",quote,Mikhail Bakunin,0.0002089864158829676,community_35,happiness_happy_life
8392,Faith is believing in things when common sense tells you not to.,quote,George Seaton,0.00438871473354232,community_6,faith_god_believe
201,This is one of those cases in which the imagination is baffled by the facts.,quote,Adam Smith,0.0002089864158829676,community_33,truth_lie_falsehood
8394,Fear is the tax that conscience pays to guilt.,quote,George Sewell,0.0002089864158829676,community_7,jealousy_fear_love
8395,The coward sneaks to death the brave live on.,quote,George Sewell,0.0004179728317659352,community_4,courage_fear_man
16587,The freedom of all is essential to my freedom.,quote,Mikhail Bakunin,0.0008359456635318704,community_22,freedom_free_liberty
16589,"From the naturalistic point of view, all men are equal. There are only two exceptions to this rule of naturalistic equality: geniuses and idiots.",quote,Mikhail Bakunin,0.0004179728317659352,community_22,freedom_free_liberty
209,"No society can surely be flourishing and happy, of which the far greater part of the members are poor and miserable.",quote,Adam Smith,0.0002089864158829676,community_35,happiness_happy_life
8402,"I chose America as my home because I value freedom and democracy, civil liberties and an open society.",quote,George Soros,0.0002089864158829676,community_22,freedom_free_liberty
214,All money is a matter of belief.,quote,Adam Smith,0.0004179728317659352,community_33,truth_lie_falsehood
8414,"War - An act of violence whose object is to constrain the enemy, to accomplish our will.",quote,George Washington,0.0018808777429467085,community_9,war_peace_justice
16608,Happiness is the longing for repetition.,quote,Milan Kundera,0.0006269592476489029,community_35,happiness_happy_life
230,Strength lies not in defence but in attack.,quote,Adolf Hitler,0.0010449320794148381,community_18,strength_man_does
16615,How goodness heightens beauty!,quote,Milan Kundera,0.001671891327063741,community_8,beauty_woman_beautiful
232,Does it follow that the house has nothing in common with art and is architecture not to be included in the arts? Only a very small part of architecture belongs to art: the tomb and the monument. Everything else that fulfils a function is to be excluded from the domain of art.,quote,Adolf Loos,0.0006269592476489029,community_23,art_artist_nature
233,"Be truthful, nature only sides with truth.",quote,Adolf Loos,0.0002089864158829676,community_10,knowledge_wisdom_ignorance
16618,"To be a writer does not mean to preach a truth, it means to discover a truth.",quote,Milan Kundera,0.0008359456635318704,community_33,truth_lie_falsehood
235,"The house has to please everyone, contrary to the work of art which does not. The work is a private matter for the artist. The house is not.",quote,Adolf Loos,0.0022988505747126436,community_23,art_artist_nature
8428,Let us with caution indulge the supposition that morality can be maintained without religion. Reason and experience both forbid us to expect that national morality can prevail in exclusion of religious principle.,quote,George Washington,0.0006269592476489029,community_32,power_religion_human
8425,"We are persuaded that good Christians will always be good citizens, and that where righteousness prevails among individuals the Nation will be great and happy. Thus while just government protects all in their religious rights, true religion affords to government it's surest support.",quote,George Washington,0.0006269592476489029,community_19,best_government_healthy
16622,Do not fear mistakes. There are none.,quote,Miles Davis,0.0002089864158829676,community_12,success_failure_succeed
239,"Written poetry is different. Best thing is to see it in performance first, then read it. Performance is more provocative.",quote,Adrian Mitchell,0.0029258098223615466,community_13,poetry_poet_poem
241,Most people ignore most poetry because most poetry ignores most people.,quote,Adrian Mitchell,0.0002089864158829676,community_13,poetry_poet_poem
8434,"Government is not reason it is not eloquent it is force. Like fire, it is a dangerous servant and a fearful master.",quote,George Washington,0.002716823406478579,community_20,government_people_bible
247,"Poetry is above all a concentration of the power of language, which is the power of our ultimate relationship to everything in the universe.",quote,Adrienne Rich,0.0010449320794148381,community_13,poetry_poet_poem
250,God's most lordly gift to man is decency of mind.,quote,Aeschylus,0.0004179728317659352,community_16,imagination_nature_god
251,God lends a helping hand to the man who tries hard.,quote,Aeschylus,0.0018808777429467085,community_2,god_forgiveness_anger
8444,Friendship is a plant of slow growth and must undergo and withstand the shocks of adversity before it is entitled to the appellation.,quote,George Washington,0.0006269592476489029,community_28,friendship_music_friends
16634,History suggests that capitalism is a necessary condition for political freedom. Clearly it is not a sufficient condition.,quote,Milton Friedman,0.0006269592476489029,community_22,freedom_free_liberty
254,God loves to help him who strives to help himself.,quote,Aeschylus,0.001671891327063741,community_2,god_forgiveness_anger
16635,Universities exist to transmit knowledge and understanding of ideas and values to students not to provide entertainment for spectators or employment for athletes.,quote,Milton Friedman,0.0006269592476489029,community_26,education_learning_experience
256,To be free from evil thoughts is God's best gift.,quote,Aeschylus,0.0004179728317659352,community_16,imagination_nature_god
8448,"True friendship is a plant of slow growth, and must undergo and withstand the shocks of adversity, before it is entitled to the appellation.",quote,George Washington,0.0002089864158829676,community_28,friendship_music_friends
258,By Time and Age full many things are taught.,quote,Aeschylus,0.003343782654127482,community_26,education_learning_experience
8451,Education is the key to unlock the golden door of freedom.,quote,George Washington Carver,0.0006269592476489029,community_26,education_learning_experience
260,God always strives together with those who strive.,quote,Aeschylus,0.0006269592476489029,community_2,god_forgiveness_anger
261,But time growing old teaches all things.,quote,Aeschylus,0.0008359456635318704,community_26,education_learning_experience
8450,Truth will ultimately prevail where there is pains to bring it to light.,quote,George Washington,0.0004179728317659352,community_33,truth_lie_falsehood
16639,A major source of objection to a free economy is precisely that group thinks they ought to want. Underlying most arguments against the free market is a lack of belief in freedom itself.,quote,Milton Friedman,0.0006269592476489029,community_22,freedom_free_liberty
16645,The government solution to a problem is usually as bad as the problem.,quote,Milton Friedman,0.0002089864158829676,community_11,money_business_people
16642,Underlying most arguments against the free market is a lack of belief in freedom itself.,quote,Milton Friedman,0.0002089864158829676,community_22,freedom_free_liberty
8458,"Fear of something is at the root of hate for others, and hate within will eventually destroy the hater.",quote,George Washington Carver,0.0008359456635318704,community_1,hope_anger_god
8461,Take care of your life and the Lord will take care of your death.,quote,George Whitefield,0.0004179728317659352,community_2,god_forgiveness_anger
270,Married love between man and woman is bigger than oaths guarded by right of nature.,quote,Aeschylus,0.0010449320794148381,community_38,marriage_love_married
16655,Concentrated power is not rendered harmless by the good intentions of those who create it.,quote,Milton Friedman,0.0004179728317659352,community_32,power_religion_human
8462,"Fight the good fight of faith, and God will give you spiritual mercies.",quote,George Whitefield,0.0008359456635318704,community_6,faith_god_believe
275,It is good even for old men to learn wisdom.,quote,Aeschylus,0.0008359456635318704,community_10,knowledge_wisdom_ignorance
16659,"The real issue is not talent as an independent element, but talent in relationship to will, desire, and persistence. Talent without these things vanishes and even modest talent with those characteristics grows.",quote,Milton Glaser,0.0010449320794148381,community_12,success_failure_succeed
278,It is always in season for old men to learn.,quote,Aeschylus,0.0002089864158829676,community_10,knowledge_wisdom_ignorance
16663,"To know one's self is wisdom, but not to know one's neighbors is genius.",quote,Minna Antrim,0.0004179728317659352,community_10,knowledge_wisdom_ignorance
280,Happiness is a choice that requires effort at times.,quote,Aeschylus,0.005851619644723093,community_35,happiness_happy_life
8473,Nature makes woman to be won and men to win.,quote,George William Curtis,0.0002089864158829676,community_36,men_man_great
281,The words of truth are simple.,quote,Aeschylus,0.0004179728317659352,community_33,truth_lie_falsehood
284,It is best for the wise man not to seem wise.,quote,Aeschylus,0.0025078369905956114,community_10,knowledge_wisdom_ignorance
8478,Happiness lies first of all in health.,quote,George William Curtis,0.0006269592476489029,community_19,best_government_healthy
287,There are times when fear is good. It must keep its watchful place at the heart's controls.,quote,Aeschylus,0.0012539184952978057,community_4,courage_fear_man
288,Time brings all things to pass.,quote,Aeschylus,0.0002089864158829676,community_39,life_change_death
296,"Every truth has two sides it is as well to look at both, before we commit ourselves to either.",quote,Aesop,0.0002089864158829676,community_33,truth_lie_falsehood
8490,"It is the perpetual dread of fear, the fear of fear, that shapes the face of a brave man.",quote,Georges Bernanos,0.0006269592476489029,community_4,courage_fear_man
16685,Study strategy over the years and achieve the spirit of the warrior. Today is victory over yourself of yesterday tomorrow is your victory over lesser men.,quote,Miyamoto Musashi,0.0002089864158829676,community_12,success_failure_succeed
